,24876,23868333,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
26703,25694812,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
26703,25695104,1,0,0x10000011,8,00,00,2D,13,00,00,00,00
26753,25745019,1,0,0x10000010,8,02,25,00,06,02,00,FF,05
26753,25745314,1,0,0x10000011,8,00,00,7B,34,00,00,00,00
26803,25795190,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
26804,25795483,1,0,0x10000011,8,00,00,18,E5,00,00,00,00
26854,25845409,1,0,0x10000010,8,02,25,FF,FA,02,00,FF,05
26854,25845698,1,0,0x10000011,8,FF,FF,7A,B6,00,00,00,00
26904,25895585,1,0,0x10000010,8,02,25,00,08,02,00,FF,05
26904,25895875,1,0,0x10000011,8,00,00,B5,5F,00,00,00,00
26956,25947889,1,0,0x10000010,8,02,25,FF,FD,02,00,FF,05
26956,25948177,1,0,0x10000011,8,FF,FF,BA,E3,00,00,00,00
27006,25998088,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
27007,25998379,1,0,0x10000011,8,00,00,55,36,00,00,00,00
27056,26047963,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
27056,26048251,1,0,0x10000011,8,FF,FF,DA,DE,00,00,00,00
27106,26098252,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
27107,26098545,1,0,0x10000011,8,00,00,00,DB,00,00,00,00
27157,26148735,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
27157,26149031,1,0,0x10000011,8,FF,FF,F3,20,00,00,00,00
27207,26198918,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
27207,26199211,1,0,0x10000011,8,00,00,0E,CF,00,00,00,00
27257,26248766,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
27257,26249055,1,0,0x10000011,8,FF,FF,E7,1B,00,00,00,00
27310,26301620,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
27310,26301911,1,0,0x10000011,8,00,00,45,1D,00,00,00,00
27360,26351830,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
27360,26352123,1,0,0x10000011,8,00,00,22,FC,00,00,00,00
27410,26401747,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
27410,26402036,1,0,0x10000011,8,FF,FF,C8,D7,00,00,00,00
27460,26452204,1,0,0x10000010,8,02,25,00,05,02,00,FF,05
27461,26452495,1,0,0x10000011,8,00,00,1B,0B,00,00,00,00
27510,26502099,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
27511,26502395,1,0,0x10000011,8,00,00,5F,15,00,00,00,00
27546,26537934,1,0,0x10000110,8,00,E1,00,D5,08,0A,00,DA
27546,26538223,1,0,0x10000050,8,01,45,03,11,00,04,C0,FF
27547,26538464,0,0,0x328,8,01,2C,02,4C,04,01,18,00
27560,26552290,1,0,0x10000010,8,02,25,00,05,02,00,FF,05
27561,26552578,1,0,0x10000011,8,00,00,97,52,00,00,00,00
27561,26552870,1,0,0x10000020,8,00,01,2C,59,64,00,FF,FF
27561,26553157,1,0,0x10000100,8,0F,57,0F,4B,0D,07,FF,FF
27562,26553455,1,0,0x10000000,8,00,00,00,00,4E,FF,FF,FF
27611,26603196,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
27612,26603487,1,0,0x10000011,8,00,00,4D,0E,00,00,00,00
27665,26656720,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
27665,26657010,1,0,0x10000011,8,FF,FF,D0,FF,00,00,00,00
27707,26698792,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
27707,26699087,1,0,0x10000011,8,00,00,5F,15,00,00,00,00
27757,26748680,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
27757,26748973,1,0,0x10000011,8,FF,FF,F6,FD,00,00,00,00
27807,26798829,1,0,0x10000010,8,02,25,FF,FD,02,00,FF,05
27807,26799120,1,0,0x10000011,8,FF,FF,BE,F7,00,00,00,00
27857,26849313,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
27858,26849608,1,0,0x10000011,8,00,00,0A,F2,00,00,00,00
27908,26899503,1,0,0x10000010,8,02,25,FF,F9,02,00,FF,05
27908,26899793,1,0,0x10000011,8,FF,FF,68,AE,00,00,00,00
27958,26949386,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
27958,26949679,1,0,0x10000011,8,00,00,5B,38,00,00,00,00
28008,26999572,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
28008,26999863,1,0,0x10000011,8,FF,FF,FB,11,00,00,00,00
28058,27049711,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
28058,27050005,1,0,0x10000011,8,00,00,3F,1A,00,00,00,00
28108,27099897,1,0,0x10000010,8,02,25,00,05,02,00,FF,05
28108,27100189,1,0,0x10000011,8,00,00,6F,2F,00,00,00,00
28158,27150085,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
28159,27150377,1,0,0x10000011,8,00,00,28,FF,00,00,00,00
28208,27200272,1,0,0x10000010,8,02,25,00,06,02,00,FF,05
28209,27200568,1,0,0x10000011,8,00,00,77,20,00,00,00,00
28259,27250408,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
28259,27250698,1,0,0x10000011,8,00,00,59,13,00,00,00,00
28311,27302579,1,0,0x10000010,8,02,25,00,06,02,00,FF,05
28311,27302872,1,0,0x10000011,8,00,00,79,45,00,00,00,00
28363,27355101,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
28364,27355394,1,0,0x10000011,8,00,00,69,2C,00,00,00,00
28413,27405306,1,0,0x10000010,8,02,25,00,05,02,00,FF,05
28414,27405599,1,0,0x10000011,8,00,00,79,45,00,00,00,00
28464,27455769,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
28464,27456059,1,0,0x10000011,8,00,00,AB,48,00,00,00,00
28514,27505959,1,0,0x10000010,8,02,25,FF,FE,02,00,FF,05
28514,27506251,1,0,0x10000011,8,FF,FF,AE,DE,00,00,00,00
28550,27541515,1,0,0x10000110,8,00,E1,00,D5,08,0A,00,DA
28550,27541804,1,0,0x10000050,8,01,45,03,11,00,04,C0,FF
28550,27542044,0,0,0x328,8,01,2C,02,4C,04,01,18,00
28564,27555856,1,0,0x10000010,8,02,25,FF,FA,02,00,FF,05
28564,27556149,1,0,0x10000011,8,00,00,22,FC,00,00,00,00
28565,27556440,1,0,0x10000020,8,00,01,2C,59,64,00,FF,FF
28565,27556727,1,0,0x10000100,8,0F,57,0F,4B,0D,07,FF,FF
28565,27557028,1,0,0x10000000,8,00,00,00,00,4F,FF,FF,FF
28615,27606357,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
28615,27606650,1,0,0x10000011,8,00,00,57,24,00,00,00,00
28665,27656515,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
28665,27656805,1,0,0x10000011,8,00,00,16,F7,00,00,00,00
28714,27705481,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
28714,27705776,1,0,0x10000011,8,FF,FF,FC,FF,00,00,00,00
28765,27756521,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
28765,27756813,1,0,0x10000011,8,FF,FF,D8,F0,00,00,00,00
28815,27807052,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
28815,27807344,1,0,0x10000011,8,00,00,18,E5,00,00,00,00
28865,27857257,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
28866,27857552,1,0,0x10000011,8,00,00,0C,E0,00,00,00,00
28915,27907151,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
28916,27907439,1,0,0x10000011,8,FF,FF,B4,E1,00,00,00,00
28965,27957289,1,0,0x10000010,8,02,25,FF,FC,02,00,FF,05
28966,27957581,1,0,0x10000011,8,00,00,28,FF,00,00,00,00
29015,28006757,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29015,28007047,1,0,0x10000011,8,00,00,1B,0B,00,00,00,00
29066,28057955,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
29066,28058245,1,0,0x10000011,8,00,00,42,F7,00,00,00,00
29116,28108116,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
29117,28108408,1,0,0x10000011,8,00,00,5D,27,00,00,00,00
29167,28159063,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29168,28159354,1,0,0x10000011,8,00,00,12,E3,00,00,00,00
29221,28212572,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
29221,28212863,1,0,0x10000011,8,00,00,21,0D,00,00,00,00
29274,28266018,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
29274,28266310,1,0,0x10000011,8,FF,FF,EA,F8,00,00,00,00
29325,28316448,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
29325,28316742,1,0,0x10000011,8,00,00,4B,1F,00,00,00,00
29373,28365073,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29374,28365366,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29423,28414657,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29423,28414950,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29473,28464839,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29473,28465131,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29523,28514987,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29523,28515280,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29563,28555128,1,0,0x10000110,8,00,E1,00,D5,08,0A,00,DA
29564,28555417,1,0,0x10000050,8,01,45,03,11,00,04,C0,FF
29564,28555657,0,0,0x328,8,01,2C,02,4C,04,01,18,00
29573,28565174,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29574,28565467,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29574,28565758,1,0,0x10000020,8,00,01,2C,59,64,00,FF,FF
29574,28566045,1,0,0x10000100,8,0F,57,0F,4B,0D,07,FF,FF
29574,28566342,1,0,0x10000000,8,00,00,00,00,50,FF,FF,FF
29624,28615373,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29624,28615665,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29674,28665553,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29674,28665846,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29724,28715732,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29724,28716025,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29775,28766461,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29775,28766753,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29825,28816382,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29825,28816674,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29878,28869697,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
29878,28869990,1,0,0x10000011,8,00,00,15,08,00,00,00,00
29926,28918283,1,0,0x10000010,8,02,25,00,05,02,00,FF,05
29927,28918576,1,0,0x10000011,8,00,00,69,2C,00,00,00,00
29977,28968473,1,0,0x10000010,8,02,25,FF,FE,02,00,FF,05
29977,28968764,1,0,0x10000011,8,FF,FF,D0,FF,00,00,00,00
30027,29018689,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
30027,29018982,1,0,0x10000011,8,00,00,18,E5,00,00,00,00
30085,29076987,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
30085,29077277,1,0,0x10000011,8,FF,FF,EF,0C,00,00,00,00
30136,29127504,1,0,0x10000010,8,02,25,00,09,02,00,FF,05
30136,29127793,1,0,0x10000011,8,00,00,BB,61,00,00,00,00
30186,29177625,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
30186,29177915,1,0,0x10000011,8,00,00,42,F7,00,00,00,00
30236,29227507,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
30236,29227799,1,0,0x10000011,8,00,00,57,24,00,00,00,00
30286,29277708,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
30286,29278000,1,0,0x10000011,8,FF,FF,EA,F8,00,00,00,00
30336,29327866,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
30336,29328159,1,0,0x10000011,8,FF,FF,D8,F0,00,00,00,00
30386,29378046,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
30386,29378336,1,0,0x10000011,8,00,00,08,CC,00,00,00,00
30436,29428216,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
30437,29428506,1,0,0x10000011,8,FF,FF,FB,11,00,00,00,00
30487,29478724,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
30487,29479016,1,0,0x10000011,8,00,00,48,F9,00,00,00,00
30541,29532540,1,0,0x10000010,8,02,25,FF,F4,02,00,FF,05
30541,29532831,1,0,0x10000011,8,00,00,06,DE,00,00,00,00
30577,29568710,1,0,0x10000110,8,00,E1,00,D5,08,0A,00,DA
30577,29568999,1,0,0x10000050,8,01,45,03,11,00,04,C0,FF
30577,29569240,0,0,0x328,8,01,2C,02,4C,04,01,18,00
30591,29583040,1,0,0x10000010,8,02,25,FF,FE,02,00,FF,05
30591,29583331,1,0,0x10000011,8,FF,FF,D0,FF,00,00,00,00
30592,29583622,1,0,0x10000020,8,00,01,2C,59,64,00,FF,FF
30592,29583909,1,0,0x10000100,8,0F,57,0F,4B,0D,07,FF,FF
30592,29584210,1,0,0x10000000,8,00,00,00,00,51,FF,FF,FF
30641,29633217,1,0,0x10000010,8,02,25,FF,FE,02,00,FF,05
30642,29633508,1,0,0x10000011,8,FF,FF,FF,25,00,00,00,00
30692,29683633,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
30692,29683925,1,0,0x10000011,8,FF,FF,E1,18,00,00,00,00
30743,29734598,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
30743,29734892,1,0,0x10000011,8,FF,FF,FC,FF,00,00,00,00
30796,29787846,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
30796,29788138,1,0,0x10000011,8,00,00,69,2C,00,00,00,00
30846,29837942,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
30846,29838234,1,0,0x10000011,8,00,00,4F,33,00,00,00,00
30897,29888440,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
30897,29888732,1,0,0x10000011,8,00,00,79,45,00,00,00,00
30950,29941825,1,0,0x10000010,8,02,25,00,05,02,00,FF,05
30950,29942117,1,0,0x10000011,8,00,00,6B,1B,00,00,00,00
31000,29992018,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
31000,29992308,1,0,0x10000011,8,00,00,47,0B,00,00,00,00
31051,30042484,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
31051,30042777,1,0,0x10000011,8,FF,FF,E1,18,00,00,00,00
31101,30092653,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
31101,30092946,1,0,0x10000011,8,00,00,35,04,00,00,00,00
31151,30142547,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
31151,30142839,1,0,0x10000011,8,00,00,00,DB,00,00,00,00
31203,30195190,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
31204,30195480,1,0,0x10000011,8,00,00,93,3E,00,00,00,00
31254,30245662,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
31254,30245956,1,0,0x10000011,8,00,00,33,15,00,00,00,00
31304,30295796,1,0,0x10000010,8,02,25,FF,FC,02,00,FF,05
31304,30296086,1,0,0x10000011,8,00,00,8D,3B,00,00,00,00
31354,30345659,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
31354,30345949,1,0,0x10000011,8,FF,FF,EF,0C,00,00,00,00
31403,30395200,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
31404,30395488,1,0,0x10000011,8,FF,FF,A6,B6,00,00,00,00
31455,30447064,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
31456,30447355,1,0,0x10000011,8,00,00,87,39,00,00,00,00
31509,30500628,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
31509,30500922,1,0,0x10000011,8,00,00,3F,1A,00,00,00,00
31562,30553989,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
31562,30554279,1,0,0x10000011,8,00,00,47,0B,00,00,00,00
31610,30601359,1,0,0x10000110,8,00,E1,00,D5,08,0A,00,DA
31610,30601651,1,0,0x10000090,8,00,00,01,3B,01,06,00,0C
31610,30601940,1,0,0x10000050,8,01,45,03,11,00,04,C0,FF
31610,30602223,1,0,0x10000091,8,00,01,88,57,00,02,30,FF
31611,30602464,0,0,0x328,8,01,2C,02,4C,04,01,18,00
31621,30612669,1,0,0x10000010,8,02,25,FF,FE,02,00,FF,05
31621,30612960,1,0,0x10000011,8,FF,FF,C6,E8,00,00,00,00
31621,30613252,1,0,0x10000020,8,00,01,2C,59,64,00,FF,FF
31622,30613538,1,0,0x10000100,8,0F,57,0F,4B,0D,07,FF,FF
31622,30613837,1,0,0x10000000,8,00,00,00,00,52,FF,FF,FF
31671,30662503,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
31671,30662794,1,0,0x10000011,8,00,00,12,E3,00,00,00,00
31721,30712993,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
31721,30713286,1,0,0x10000011,8,FF,FF,F9,22,00,00,00,00
31771,30762877,1,0,0x10000010,8,02,25,00,06,02,00,FF,05
31771,30763167,1,0,0x10000011,8,00,00,83,5C,00,00,00,00
31821,30813064,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
31822,30813358,1,0,0x10000011,8,00,00,3F,1A,00,00,00,00
31872,30863779,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
31872,30864071,1,0,0x10000011,8,00,00,28,FF,00,00,00,00
31923,30915332,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
31924,30915627,1,0,0x10000011,8,00,00,5F,15,00,00,00,00
31976,30967829,1,0,0x10000010,8,02,25,00,02,02,00,FF,05
31976,30968118,1,0,0x10000011,8,FF,FF,DA,DE,00,00,00,00
32026,31018022,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
32026,31018313,1,0,0x10000011,8,FF,FF,68,AE,00,00,00,00
32076,31067476,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
32076,31067768,1,0,0x10000011,8,00,00,0E,CF,00,00,00,00
32128,31119431,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
32128,31119723,1,0,0x10000011,8,00,00,0E,CF,00,00,00,00
32181,31172674,1,0,0x10000010,8,02,25,FF,FC,02,00,FF,05
32181,31172962,1,0,0x10000011,8,FF,FF,CE,D9,00,00,00,00
32231,31223106,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
32232,31223395,1,0,0x10000011,8,00,00,C7,66,00,00,00,00
32287,31279217,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
32288,31279510,1,0,0x10000011,8,FF,FF,E3,07,00,00,00,00
32338,31329834,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
32338,31330125,1,0,0x10000011,8,00,00,12,E3,00,00,00,00
32391,31383288,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
32392,31383577,1,0,0x10000011,8,FF,FF,B8,F5,00,00,00,00
32442,31433788,1,0,0x10000010,8,02,25,00,01,02,00,FF,05
32442,31434078,1,0,0x10000011,8,00,00,D5,91,00,00,00,00
32495,31487198,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
32496,31487491,1,0,0x10000011,8,FF,FF,F6,FD,00,00,00,00
32546,31537768,1,0,0x10000010,8,02,25,FF,FE,02,00,FF,05
32546,31538062,1,0,0x10000011,8,FF,FF,CA,FC,00,00,00,00
32596,31587930,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
32596,31588223,1,0,0x10000011,8,00,00,00,DB,00,00,00,00
32642,31634238,1,0,0x10000110,8,00,E1,00,D5,08,0A,00,DA
32643,31634526,1,0,0x10000050,8,01,45,03,11,00,04,C0,FF
32643,31634767,0,0,0x328,8,01,2C,02,4C,04,01,18,00
32654,31645907,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
32654,31646200,1,0,0x10000011,8,FF,FF,E3,07,00,00,00,00
32655,31646491,1,0,0x10000020,8,00,01,2C,59,64,00,FF,FF
32655,31646778,1,0,0x10000100,8,0F,57,0F,4B,0D,07,FF,FF
32655,31647079,1,0,0x10000000,8,00,00,00,00,53,FF,FF,FF
32705,31696377,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
32705,31696669,1,0,0x10000011,8,00,00,02,CA,00,00,00,00
32754,31746233,1,0,0x10000010,8,02,25,FF,FE,02,00,FF,05
32755,31746522,1,0,0x10000011,8,FF,FF,D4,DC,00,00,00,00
32804,31795477,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
32804,31795765,1,0,0x10000011,8,FF,FF,ED,1D,00,00,00,00
32855,31846584,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
32855,31846874,1,0,0x10000011,8,00,00,04,EF,00,00,00,00
32905,31896782,1,0,0x10000010,8,02,25,00,03,02,00,FF,05
32905,31897077,1,0,0x10000011,8,00,00,3F,1A,00,00,00,00
32957,31949162,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
32958,31949454,1,0,0x10000011,8,FF,FF,D8,F0,00,00,00,00
33015,32007186,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
33016,32007482,1,0,0x10000011,8,FF,FF,F5,0E,00,00,00,00
33079,32070726,1,0,0x10000010,8,02,25,FF,FF,02,00,FF,05
33079,32071019,1,0,0x10000011,8,00,00,99,40,00,00,00,00
33130,32122206,1,0,0x10000010,8,02,25,00,00,02,00,FF,05
33131,32122499,1,0,0x10000011,8,00,00,22,FC,00,00,00,00
33179,32171151,1,0,0x10000010,8,02,25,00,04,02,00,FF,05
