56225,8078877,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56225,8079172,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
56325,8179229,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56326,8179521,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
56426,8279578,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56426,8279871,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
56526,8379907,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56526,8380192,1,0,0x18FF0300,8,AC,BE,00,02,0E,6B,0E,60
56626,8480244,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56627,8480536,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
56727,8580581,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56727,8580868,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
56827,8680922,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56827,8681206,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
56927,8781269,0,0,0x675,8,1F,10,01,F5,00,00,00,00
56928,8781560,1,0,0x18FF5000,8,00,00,01,00,AC,C2,00,00
57028,8881606,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57028,8881887,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
57128,8981944,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57128,8982230,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,60
57228,9082275,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57229,9082570,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
57329,9182636,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57329,9182929,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
57429,9282973,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57429,9283265,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
57529,9383323,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57530,9383608,1,0,0x18FF0300,8,AC,BE,00,02,0E,6B,0E,61
57630,9483661,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57630,9483954,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
57730,9584032,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57730,9584319,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
57830,9684343,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57831,9684628,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
57931,9784693,0,0,0x675,8,1F,10,01,F5,00,00,00,00
57931,9784984,1,0,0x18FF5000,8,00,00,01,00,AC,C2,00,00
58031,9885060,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58031,9885341,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
58131,9985387,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58132,9985674,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,60
58232,10085717,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58232,10086012,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
58332,10186060,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58332,10186353,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
58432,10286391,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58433,10286683,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
58533,10386733,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58533,10387018,1,0,0x18FF0300,8,AC,BE,00,02,0E,6B,0E,60
58633,10487063,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58633,10487356,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
58733,10587405,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58734,10587692,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
58834,10687749,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58834,10688034,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
58934,10788091,0,0,0x675,8,1F,10,01,F5,00,00,00,00
58934,10788384,1,0,0x18FF5000,8,00,00,01,00,AC,C1,00,00
59034,10888442,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59035,10888723,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
59135,10988752,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59135,10989037,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,61
59235,11089080,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59235,11089375,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
59335,11189409,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59336,11189701,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
59436,11289731,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59436,11290024,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
59536,11390043,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59536,11390324,1,0,0x18FF0300,8,AC,BF,00,02,0E,6B,0E,61
59636,11490368,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59637,11490660,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
59737,11590702,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59737,11590989,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
59837,11691030,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59837,11691315,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
59937,11791367,0,0,0x675,8,1F,10,01,F5,00,00,00,00
59938,11791660,1,0,0x18FF5000,8,00,00,01,00,AC,BF,00,00
60038,11891715,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60038,11891996,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
60138,11992039,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60138,11992326,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,60
60238,12092368,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60239,12092663,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
60339,12192698,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60339,12192991,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
60439,12293035,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60439,12293328,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
60539,12393360,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60540,12393641,1,0,0x18FF0300,8,AC,BF,00,02,0E,6B,0E,61
60640,12493692,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60640,12493985,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
60740,12594014,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60740,12594301,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
60840,12694340,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60841,12694624,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
60941,12794658,0,0,0x675,8,1F,10,01,F5,00,00,00,00
60941,12794951,1,0,0x18FF5000,8,00,00,00,00,AC,C4,00,00
61041,12895002,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61041,12895282,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
61141,12995337,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61142,12995621,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,61
61242,13095683,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61242,13095978,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
61342,13196010,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61342,13196302,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
61442,13296342,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61443,13296635,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
61543,13396689,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61543,13396974,1,0,0x18FF0300,8,AC,BE,00,02,0E,6B,0E,60
61643,13497039,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61643,13497331,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
61743,13597388,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61744,13597675,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
61844,13697731,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61844,13698016,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
61944,13798078,0,0,0x675,8,1F,10,01,F5,00,00,00,00
61944,13798369,1,0,0x18FF5000,8,00,00,01,00,AC,C2,00,00
62044,13898428,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62045,13898709,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
62145,13998771,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62145,13999056,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,61
62245,14099130,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62245,14099425,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
62345,14199472,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62346,14199765,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
62446,14299804,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62446,14300097,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
62546,14400159,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62546,14400443,1,0,0x18FF0300,8,AC,BF,00,02,0E,6B,0E,60
62647,14500506,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62647,14500798,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
62747,14600845,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62747,14601132,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
62847,14701167,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62847,14701452,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
62948,14801525,0,0,0x675,8,1F,10,01,F5,00,00,00,00
62948,14801817,1,0,0x18FF5000,8,00,00,01,00,AC,C4,00,00
63048,14901868,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63048,14902149,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
63148,15002204,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63149,15002491,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,60
63249,15102544,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63249,15102839,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
63349,15202886,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63349,15203179,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
63449,15303223,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63450,15303516,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
63550,15403565,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63550,15403848,1,0,0x18FF0300,8,AC,C0,00,02,0E,6B,0E,61
63650,15503900,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63650,15504192,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
63750,15604215,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63751,15604502,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
63851,15704552,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63851,15704837,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
63951,15804894,0,0,0x675,8,1F,10,01,F5,00,00,00,00
63951,15805187,1,0,0x18FF5000,8,00,00,01,00,AC,C4,00,00
64051,15905224,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64052,15905505,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
64152,16005553,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64152,16005839,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,60
64252,16105893,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64252,16106188,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
64352,16206240,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64353,16206533,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
64453,16306601,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64453,16306894,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
64553,16406934,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64553,16407219,1,0,0x18FF0300,8,AC,BE,00,02,0E,6B,0E,60
64653,16507294,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64654,16507586,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
64754,16607620,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64754,16607906,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
64854,16707963,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64854,16708248,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
64954,16808316,0,0,0x675,8,1F,10,01,F5,00,00,00,00
64955,16808607,1,0,0x18FF5000,8,00,00,01,00,AC,C2,00,00
65055,16908652,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65055,16908933,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
65155,17009007,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65155,17009292,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,61
65255,17109346,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65256,17109640,1,0,0x18FF0700,8,01,BA,46,00,00,00,FF,FF
65356,17209682,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65356,17209974,1,0,0x18FF0800,8,00,CF,00,C6,FF,FF,00,00
65456,17310040,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65456,17310333,1,0,0x18FF1900,8,00,00,00,00,05,28,38,00
65556,17410371,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65557,17410656,1,0,0x18FF0300,8,AC,BE,00,02,0E,6B,0E,60
65657,17510714,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65657,17511007,1,0,0x18FF0C00,8,00,00,00,00,00,CF,00,C6
65757,17611054,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65757,17611341,1,0,0x18FFE000,8,46,E2,06,36,00,00,FF,FF
65857,17711395,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65858,17711680,1,0,0x18FFF000,8,56,6A,FF,FF,00,0E,38,28
65958,17811754,0,0,0x675,8,1F,10,01,F5,00,00,00,00
65958,17812047,1,0,0x18FF5000,8,00,00,01,00,AC,C1,00,00
66058,17912091,0,0,0x675,8,1F,10,01,F5,00,00,00,00
66058,17912372,1,0,0x18FF4000,8,10,AD,75,74,03,00,BB,5A
66158,18012446,0,0,0x675,8,1F,10,01,F5,00,00,00,00
66159,18012733,1,0,0x18FF0600,8,00,9F,02,00,0E,6B,0E,60
66259,18112784,0,0,0x675,8,1F,10,01,F5,00,00,00,00
